request_id,customer_id,region_id,request_type,priority,channel,status,created_at,closed_at,resolution_hours,crew_id,satisfaction_score,repeat_contact,estimated_cost
4549,1861,7,Outage,Medium,Mobile App,Closed,2024-12-26 10:00:00,2024-12-26 23:00:00,13.0,153.0,4.0,0,434.89
4550,3010,5,Outage,Critical,Web,Closed,2026-01-14 12:03:00,2026-01-14 16:03:00,4.0,39.0,4.0,0,470.16
4551,4120,4,Meter,Medium,Web,Closed,2025-08-16 04:50:00,2025-08-17 01:50:00,21.0,137.0,4.0,0,437.02
4552,4580,2,Inspection,High,Field Report,Open,2025-06-01 18:33:00,,,8.0,,0,377.86
4553,5558,4,Meter,High,Web,Pending,2025-06-26 11:18:00,,,51.0,,1,272.55
4554,1431,6,Inspection,High,Field Report,Pending,2024-04-15 08:55:00,,,25.0,,0,335.91
4555,1914,2,Inspection,Low,Web,Closed,2025-05-23 08:45:00,2025-05-26 12:45:00,76.0,8.0,5.0,1,281.32
4556,5397,7,Line Repair,Medium,Mobile App,Closed,2024-02-24 05:41:00,2024-02-25 11:41:00,30.0,2.0,4.0,0,252.2
4557,3626,6,Vegetation,Critical,Field Report,Closed,2025-04-30 23:35:00,2025-05-02 01:35:00,26.0,22.0,5.0,1,432.85
4558,2152,5,Billing,Medium,Mobile App,Closed,2026-03-01 19:01:00,2026-03-06 11:01:00,112.0,,5.0,0,142.55
4559,1399,4,Line Repair,Low,Field Report,Open,2025-06-19 09:40:00,,,27.0,,0,390.76
4560,4092,4,Streetlight,Low,Field Report,Closed,2025-05-14 18:48:00,2025-05-17 18:48:00,72.0,20.0,5.0,0,233.26
4561,3282,1,Vegetation,High,Web,Closed,2025-08-28 03:59:00,2025-09-03 17:59:00,158.0,117.0,5.0,0,198.44
4562,4771,2,Outage,Low,Mobile App,Closed,2025-11-21 00:19:00,2025-11-21 11:19:00,11.0,104.0,5.0,0,455.87
4563,1883,5,Outage,Medium,Mobile App,Closed,2025-04-27 20:38:00,2025-04-28 02:38:00,6.0,27.0,5.0,0,174.74
4564,5362,7,Streetlight,Medium,Mobile App,Pending,2024-05-21 14:56:00,,,98.0,,0,450.08
4565,3742,1,Meter,Medium,Web,Closed,2025-03-31 08:58:00,2025-04-01 14:58:00,30.0,97.0,3.0,0,363.16
4566,3611,5,Vegetation,High,Web,Closed,2025-12-01 14:06:00,2025-12-03 10:06:00,44.0,61.0,5.0,0,270.32
4567,5350,3,Streetlight,Low,Field Report,In Progress,2025-06-14 11:37:00,,,36.0,,0,168.11
4568,4049,2,Outage,Medium,Mobile App,Closed,2025-05-17 17:10:00,2025-05-18 05:10:00,12.0,164.0,4.0,0,243.05
4569,5998,8,Inspection,Low,Phone,Closed,2024-01-11 03:54:00,2024-01-15 13:54:00,106.0,43.0,5.0,0,330.6
4570,4561,5,Billing,Medium,Mobile App,Closed,2025-08-08 21:49:00,2025-08-11 11:49:00,62.0,,4.0,1,15.0
4571,695,8,Outage,Low,Phone,Closed,2025-10-24 14:51:00,2025-10-26 06:51:00,40.0,67.0,4.0,0,409.05
4572,764,2,Streetlight,Medium,Field Report,In Progress,2024-04-08 18:55:00,,,34.0,,0,337.44
4573,4102,8,Outage,High,Web,Closed,2024-09-20 10:51:00,2024-09-20 20:51:00,10.0,40.0,4.0,0,222.41
4574,3915,3,Inspection,Medium,Phone,Closed,2026-02-06 15:02:00,2026-02-08 18:02:00,51.0,119.0,4.0,0,308.44
4575,2974,4,Billing,High,Field Report,Closed,2025-12-11 09:10:00,2025-12-12 05:10:00,20.0,,5.0,0,264.18
4576,2537,4,Inspection,Low,Web,Closed,2025-01-30 19:56:00,2025-02-05 15:56:00,140.0,82.0,5.0,0,318.98
4577,5420,3,Meter,Medium,Web,Closed,2024-01-02 15:49:00,2024-01-03 18:49:00,27.0,147.0,3.0,0,407.97
4578,1078,6,Line Repair,High,Phone,Closed,2026-01-07 16:41:00,2026-01-08 05:41:00,13.0,7.0,4.0,0,466.56
4579,3361,2,Streetlight,Low,Mobile App,Closed,2026-02-12 23:17:00,2026-02-17 08:17:00,105.0,150.0,3.0,0,288.72
4580,2949,1,Line Repair,Low,Web,Closed,2025-08-06 20:01:00,2025-08-08 08:01:00,36.0,132.0,5.0,0,399.65
4581,2640,3,Billing,High,Phone,Closed,2024-05-21 17:19:00,2024-05-24 23:19:00,78.0,,5.0,0,159.69
4582,1259,2,Billing,,Web,Escalated,2025-11-05 12:35:00,,,,,0,15.0
4583,2261,1,Vegetation,Low,Mobile App,Closed,2025-04-13 19:03:00,2025-04-17 14:03:00,91.0,117.0,5.0,0,514.4
4584,2837,1,Meter,Medium,Web,In Progress,2025-02-14 20:01:00,,,111.0,,1,455.19
4585,4423,3,Line Repair,High,Web,Open,2025-11-30 16:09:00,,,175.0,,1,406.05
4586,5587,2,Inspection,Medium,Phone,Closed,2025-03-07 20:30:00,2025-03-12 00:30:00,100.0,142.0,2.0,0,312.79
4587,2197,1,Billing,Medium,Web,Closed,2024-01-05 19:09:00,2024-01-09 02:09:00,79.0,,4.0,0,15.0
4588,991,4,Outage,Medium,Field Report,In Progress,2025-09-30 00:13:00,,,82.0,,0,317.08
4589,1779,6,Line Repair,Critical,Web,Closed,2024-08-21 05:31:00,2024-08-21 11:31:00,6.0,79.0,3.0,0,362.88
4590,2195,7,Outage,High,Field Report,Closed,2024-02-29 16:13:00,2024-03-01 01:13:00,9.0,165.0,5.0,0,137.97
4591,2084,5,Line Repair,Medium,Mobile App,Escalated,2025-07-08 21:10:00,,,43.0,,0,322.58
4592,1570,8,Outage,Medium,Mobile App,Closed,2025-03-11 12:07:00,2025-03-12 03:07:00,15.0,146.0,4.0,0,392.47
4593,372,5,Billing,Low,Field Report,Pending,2024-07-20 04:59:00,,,,,1,90.51
4594,5269,5,Meter,Critical,Mobile App,Closed,2026-01-02 21:54:00,2026-01-03 07:54:00,10.0,67.0,5.0,0,267.16
4595,2927,4,Line Repair,Low,Web,Closed,2024-06-07 15:01:00,2024-06-09 06:01:00,39.0,68.0,4.0,0,345.95
4596,5001,2,Streetlight,Medium,Field Report,Pending,2024-09-26 08:10:00,,,169.0,,0,228.0
4597,5595,7,Line Repair,Low,Web,In Progress,2025-05-18 08:32:00,,,94.0,,0,320.3
4598,4299,4,Meter,Critical,Mobile App,Open,2024-08-15 04:46:00,,,14.0,,0,332.24
4599,37,3,Line Repair,High,Web,Closed,2024-01-03 20:29:00,2024-01-04 15:29:00,19.0,112.0,4.0,0,305.34
4600,3128,4,Billing,Medium,Mobile App,Pending,2025-08-18 16:28:00,,,,,0,69.95
4601,5958,1,Inspection,High,Field Report,Closed,2024-08-27 07:14:00,2024-08-29 07:14:00,48.0,57.0,5.0,0,437.16
4602,4087,4,Line Repair,Medium,Phone,Closed,2024-07-07 07:34:00,2024-07-08 07:34:00,24.0,152.0,4.0,0,417.49
4603,2385,3,Line Repair,Low,Field Report,Closed,2025-08-31 23:18:00,2025-09-01 10:18:00,11.0,118.0,4.0,0,402.53
4604,859,4,Streetlight,Low,Phone,Pending,2024-06-06 23:43:00,,,119.0,,0,410.29
4605,3284,3,Outage,Medium,Mobile App,Closed,2024-06-11 05:16:00,2024-06-11 16:16:00,11.0,117.0,4.0,0,398.42
4606,949,8,Line Repair,High,Field Report,Closed,2024-06-03 01:05:00,2024-06-03 10:05:00,9.0,178.0,3.0,0,355.56
4607,187,7,Outage,Medium,Mobile App,Closed,2024-12-06 22:25:00,2024-12-07 09:25:00,11.0,76.0,3.0,0,390.96
4608,3018,6,Outage,High,Field Report,Closed,2026-01-02 09:55:00,2026-01-02 18:55:00,9.0,178.0,4.0,0,563.7
4609,4961,4,Line Repair,Medium,Phone,Closed,2025-12-27 15:07:00,2025-12-28 05:07:00,14.0,125.0,4.0,0,314.44
4610,4255,2,Line Repair,High,Phone,Closed,2024-08-28 00:51:00,2024-08-28 14:51:00,14.0,74.0,4.0,0,223.39
4611,4716,4,Line Repair,Low,Phone,Closed,2024-01-10 17:13:00,2024-01-11 14:13:00,21.0,31.0,4.0,0,460.57
4612,3931,8,Line Repair,Low,Mobile App,Closed,2025-12-24 10:50:00,2025-12-27 16:50:00,78.0,51.0,5.0,0,280.22
4613,1591,3,Outage,High,Phone,Closed,2024-07-13 11:17:00,2024-07-13 16:17:00,5.0,64.0,4.0,0,510.61
4614,1803,2,Outage,Critical,Mobile App,In Progress,2025-12-12 00:50:00,,,142.0,,0,230.52
4615,5136,8,Line Repair,Critical,Phone,Closed,2026-02-28 19:34:00,2026-03-01 00:34:00,5.0,94.0,5.0,0,412.09
4616,4638,5,Billing,Low,Web,In Progress,2025-10-19 18:08:00,,,,,0,181.51
4617,320,5,Vegetation,Low,Web,In Progress,2025-12-18 21:36:00,,,102.0,,0,359.34
4618,4735,7,Outage,Low,Web,In Progress,2024-02-01 08:27:00,,,144.0,,0,275.04
4619,1610,8,Streetlight,High,Phone,Pending,2025-01-31 18:04:00,,,66.0,,0,182.02
4620,3930,2,Outage,Medium,Field Report,Closed,2024-09-19 08:52:00,2024-09-20 07:52:00,23.0,17.0,3.0,0,371.69
4621,2876,7,Outage,Low,Mobile App,In Progress,2025-11-15 05:28:00,,,45.0,,0,486.09
4622,3764,2,Meter,High,Phone,Closed,2025-06-22 15:08:00,2025-06-23 18:08:00,27.0,78.0,4.0,0,365.58
4623,1838,8,Outage,Low,Field Report,Pending,2024-07-03 15:44:00,,,96.0,,0,334.68
4624,5630,5,Meter,Critical,Field Report,Closed,2026-01-17 21:09:00,2026-01-18 06:09:00,9.0,31.0,3.0,0,240.08
4625,1816,4,Meter,High,Field Report,Closed,2024-08-27 17:10:00,2024-08-29 09:10:00,40.0,113.0,4.0,0,295.32
4626,4774,4,Billing,Medium,Field Report,Closed,2024-04-22 20:36:00,2024-04-24 09:36:00,37.0,,4.0,0,98.45
4627,218,4,Billing,High,Mobile App,Closed,2025-02-07 23:21:00,2025-02-09 07:21:00,32.0,,5.0,0,258.42
4628,500,6,Vegetation,High,Web,Closed,2024-09-22 22:41:00,2024-09-23 22:41:00,24.0,112.0,4.0,0,280.08
4629,4879,8,Billing,Low,Mobile App,Closed,2026-02-13 12:50:00,2026-02-16 09:50:00,69.0,,4.0,0,100.86
4630,765,4,Line Repair,Medium,Web,Closed,2025-02-02 00:20:00,2025-02-02 21:20:00,21.0,153.0,5.0,1,376.51
4631,4455,6,Streetlight,Low,Phone,In Progress,2024-01-24 01:30:00,,,121.0,,0,293.37
4632,958,5,Streetlight,Medium,Web,Closed,2026-01-20 13:13:00,2026-01-21 21:13:00,32.0,65.0,3.0,1,526.59
4633,4424,6,Billing,High,Web,Open,2024-07-06 05:20:00,,,,,0,15.0
4634,5116,2,Outage,Medium,Web,Closed,2024-06-13 15:55:00,2024-06-14 04:55:00,13.0,75.0,4.0,0,332.4
4635,2172,2,Inspection,Medium,Mobile App,Closed,2026-02-26 09:58:00,2026-03-03 20:58:00,131.0,42.0,4.0,0,302.3
4636,4050,7,Inspection,High,Mobile App,Closed,2024-10-16 14:52:00,2024-10-18 03:52:00,37.0,176.0,4.0,0,428.73
4637,622,4,Billing,Low,Field Report,Closed,2025-07-25 12:28:00,2025-07-28 03:28:00,63.0,,3.0,0,115.65
4638,2137,5,Outage,Low,Field Report,Closed,2024-05-03 06:30:00,2024-05-03 14:30:00,8.0,137.0,5.0,0,263.09
4639,1566,5,Billing,Low,Web,In Progress,2024-11-20 23:38:00,,,,,0,143.24
4640,1674,5,Streetlight,Medium,Field Report,Closed,2025-07-31 00:38:00,2025-08-02 07:38:00,55.0,129.0,4.0,0,387.96
4641,1444,3,Streetlight,Critical,Field Report,Pending,2024-08-10 10:51:00,,,143.0,,1,419.08
4642,3559,6,Billing,Low,Field Report,Closed,2024-06-24 05:45:00,2024-06-29 15:45:00,130.0,,3.0,0,148.56
4643,837,8,Vegetation,Low,Field Report,Closed,2024-05-13 16:55:00,2024-05-18 21:55:00,125.0,59.0,4.0,0,473.86
4644,1502,2,Line Repair,Low,Mobile App,Closed,2024-01-29 23:57:00,2024-01-31 01:57:00,26.0,43.0,4.0,0,398.06
4645,5712,5,Outage,Low,Web,Escalated,2024-07-09 01:36:00,,,139.0,,0,328.68
4646,5323,7,Outage,Low,Field Report,Pending,2025-11-05 13:27:00,,,170.0,,0,267.17
4647,1690,3,Outage,Critical,Field Report,Closed,2024-06-22 19:47:00,2024-06-23 00:47:00,5.0,158.0,3.0,0,337.77
4648,3896,5,Billing,,Field Report,Closed,2025-11-29 17:51:00,2025-12-03 09:51:00,88.0,,5.0,1,119.05
4649,5350,3,Outage,Medium,Field Report,In Progress,2025-05-21 18:39:00,,,26.0,,0,413.05
4650,2674,4,Outage,Low,Mobile App,Closed,2025-09-28 23:27:00,2025-09-29 14:27:00,15.0,132.0,3.0,0,220.89
4651,4670,8,Meter,Medium,Field Report,Closed,2025-07-06 09:48:00,2025-07-08 04:48:00,43.0,163.0,4.0,0,432.73
4652,4768,2,Line Repair,Medium,Phone,Closed,2024-04-11 01:53:00,2024-04-12 06:53:00,29.0,45.0,4.0,0,245.81
4653,5799,4,Line Repair,Medium,Field Report,Escalated,2024-06-17 04:55:00,,,87.0,,0,258.38
4654,5970,2,Inspection,Low,Web,Closed,2024-06-27 10:39:00,2024-06-30 07:39:00,69.0,31.0,3.0,0,337.53
4655,1513,2,Streetlight,Low,Mobile App,Closed,2024-10-19 21:49:00,2024-10-26 01:49:00,148.0,94.0,4.0,0,310.11
4656,5122,1,Outage,,Field Report,Closed,2025-08-13 10:34:00,2025-08-13 15:34:00,5.0,65.0,4.0,0,279.76
4657,3846,5,Streetlight,Low,Field Report,Closed,2025-03-28 21:31:00,2025-04-01 17:31:00,92.0,145.0,4.0,1,425.44
4658,3636,1,Meter,Low,Web,Closed,2025-07-10 00:25:00,2025-07-12 02:25:00,50.0,104.0,4.0,0,393.72
4659,5092,8,Streetlight,Low,Phone,Closed,2025-04-15 06:29:00,2025-04-24 16:29:00,226.0,44.0,5.0,0,342.03
4660,5931,3,Outage,Medium,Phone,Closed,2024-08-10 12:04:00,2024-08-10 22:04:00,10.0,171.0,4.0,0,264.5
4661,2488,5,Meter,Medium,Web,Pending,2025-09-01 02:58:00,,,93.0,,0,280.51
4662,159,4,Inspection,Low,Mobile App,Escalated,2025-07-27 09:04:00,,,70.0,,0,253.59
4663,1039,4,Vegetation,High,Field Report,Closed,2024-02-04 22:08:00,2024-02-09 01:08:00,99.0,152.0,5.0,0,351.85
4664,2921,1,Streetlight,Low,Field Report,Closed,2024-11-03 16:40:00,2024-11-07 01:40:00,81.0,107.0,4.0,0,374.31
4665,4427,4,Inspection,Medium,Mobile App,Open,2025-02-05 01:30:00,,,68.0,,0,286.72
4666,5494,3,Inspection,Medium,Web,Closed,2024-03-23 14:10:00,2024-03-24 20:10:00,30.0,17.0,5.0,0,379.19
4667,274,8,Vegetation,High,Mobile App,Closed,2025-02-10 06:59:00,2025-02-11 17:59:00,35.0,65.0,3.0,0,272.68
4668,4847,3,Streetlight,Low,Web,Closed,2025-03-07 10:03:00,2025-03-09 16:03:00,54.0,156.0,4.0,0,326.01
4669,2951,2,Streetlight,Medium,Mobile App,Closed,2024-07-18 15:37:00,2024-07-20 13:37:00,46.0,123.0,3.0,0,329.41
4670,4191,3,Line Repair,Medium,Field Report,Closed,2025-06-11 20:02:00,2025-06-12 15:02:00,19.0,85.0,4.0,1,454.28
4671,4706,4,Vegetation,High,Field Report,Closed,2024-10-19 20:19:00,2024-10-22 16:19:00,68.0,50.0,3.0,0,397.14
4672,685,8,Billing,Medium,Mobile App,Closed,2024-10-27 10:29:00,2024-10-30 11:29:00,73.0,,4.0,0,15.0
4673,5585,3,Billing,Medium,Mobile App,Closed,2026-01-25 10:35:00,2026-01-27 10:35:00,48.0,,4.0,0,19.05
4674,2557,5,Vegetation,Medium,Field Report,Pending,2024-10-17 23:14:00,,,120.0,,0,342.12
4675,2525,6,Outage,Critical,Mobile App,Closed,2025-03-12 11:09:00,2025-03-12 14:09:00,3.0,14.0,4.0,0,342.49
4676,5263,1,Meter,Critical,Field Report,Pending,2024-06-14 12:25:00,,,160.0,,0,310.87
4677,666,8,Vegetation,High,Web,Open,2025-04-06 18:09:00,,,143.0,,0,318.5
4678,3261,2,Meter,Low,Mobile App,Closed,2025-12-31 13:02:00,2026-01-01 16:02:00,27.0,176.0,4.0,0,253.69
4679,2532,8,Vegetation,,Web,Closed,2024-09-01 15:21:00,2024-09-07 02:21:00,131.0,138.0,4.0,0,200.71
4680,4266,8,Meter,High,Web,Closed,2025-10-31 02:16:00,2025-11-01 19:16:00,41.0,167.0,3.0,0,490.33
4681,2340,6,Billing,Critical,Web,Closed,2025-05-28 20:11:00,2025-05-29 12:11:00,16.0,,3.0,0,17.22
4682,3227,6,Billing,Low,Mobile App,Pending,2025-05-26 19:28:00,,,,,0,84.78
4683,287,1,Vegetation,Low,Phone,Closed,2024-01-01 01:01:00,2024-01-05 09:01:00,104.0,43.0,5.0,0,287.07
4684,3271,6,Billing,Low,Phone,In Progress,2025-06-04 22:32:00,,,,,0,247.79
4685,2527,7,Inspection,Critical,Phone,Closed,2025-02-04 04:31:00,2025-02-05 05:31:00,25.0,106.0,3.0,0,395.49
4686,1211,5,Line Repair,Medium,Mobile App,Closed,2026-02-21 05:22:00,2026-02-21 17:22:00,12.0,22.0,5.0,0,275.94
4687,4702,2,Outage,Critical,Mobile App,Escalated,2024-07-26 14:20:00,,,41.0,,0,482.06
4688,599,7,Streetlight,Medium,Field Report,Closed,2026-02-02 12:58:00,2026-02-04 04:58:00,40.0,43.0,4.0,0,417.83
4689,4965,5,Line Repair,Low,Phone,In Progress,2024-04-22 21:03:00,,,122.0,,0,389.81
4690,365,3,Outage,Medium,Mobile App,Closed,2024-11-11 12:01:00,2024-11-12 05:01:00,17.0,76.0,4.0,0,317.0
4691,3075,4,Meter,Low,Mobile App,Closed,2024-01-10 14:35:00,2024-01-12 12:35:00,46.0,52.0,5.0,1,382.87
4692,1082,1,Streetlight,Low,Mobile App,Closed,2025-11-29 07:17:00,2025-12-03 04:17:00,93.0,97.0,5.0,0,165.41
4693,4015,3,Meter,,Web,Closed,2025-04-08 11:06:00,2025-04-10 04:06:00,41.0,98.0,4.0,0,500.19
4694,3346,6,Inspection,Medium,Web,Closed,2024-07-13 19:45:00,2024-07-15 01:45:00,30.0,50.0,5.0,0,356.79
4695,1071,8,Billing,Medium,Web,Closed,2025-06-22 09:44:00,2025-06-25 06:44:00,69.0,,5.0,0,170.47
4696,3385,1,Meter,Medium,Mobile App,Closed,2025-11-02 21:01:00,2025-11-04 19:01:00,46.0,17.0,4.0,0,306.49
4697,5496,4,Line Repair,High,Mobile App,Closed,2025-11-23 18:45:00,2025-11-24 07:45:00,13.0,34.0,3.0,0,345.99
4698,2760,2,Vegetation,Low,Phone,Closed,2024-03-26 18:24:00,2024-03-28 10:24:00,40.0,146.0,4.0,0,339.04
4699,476,7,Meter,Critical,Mobile App,Closed,2024-09-19 11:43:00,2024-09-19 22:43:00,11.0,146.0,4.0,1,220.98
4700,2565,6,Outage,Critical,Phone,In Progress,2024-05-20 01:40:00,,,130.0,,0,340.75
4701,3903,5,Outage,Medium,Web,Open,2026-02-02 20:27:00,,,74.0,,0,263.11
4702,547,7,Outage,Critical,Phone,Closed,2024-02-04 09:26:00,2024-02-04 12:26:00,3.0,156.0,5.0,0,443.23
4703,1182,3,Outage,High,Mobile App,Closed,2025-07-18 13:20:00,2025-07-18 23:20:00,10.0,89.0,4.0,0,317.73
4704,2713,8,Inspection,Critical,Field Report,Closed,2024-05-25 05:10:00,2024-05-25 17:10:00,12.0,165.0,4.0,0,328.77
4705,2182,7,Meter,Low,Phone,Closed,2024-01-19 11:55:00,2024-01-23 02:55:00,87.0,55.0,4.0,0,495.11
4706,1177,6,Vegetation,Medium,Field Report,Open,2026-02-11 18:53:00,,,3.0,,0,308.92
4707,2058,2,Inspection,Medium,Web,Closed,2026-01-02 07:21:00,2026-01-03 14:21:00,31.0,49.0,5.0,0,472.34
4708,5184,6,Streetlight,Medium,Mobile App,Closed,2024-03-25 14:56:00,2024-03-26 19:56:00,29.0,36.0,5.0,1,384.39
4709,3807,6,Billing,Low,Web,Pending,2025-12-15 00:43:00,,,,,0,265.33
4710,3786,1,Line Repair,High,Mobile App,Closed,2024-12-17 06:34:00,2024-12-18 06:34:00,24.0,79.0,5.0,0,392.59
4711,1919,3,Outage,High,Web,Closed,2024-05-10 10:03:00,2024-05-10 19:03:00,9.0,54.0,4.0,0,345.04
4712,1728,4,Billing,Critical,Web,Closed,2024-08-25 00:04:00,2024-08-25 12:04:00,12.0,,4.0,0,87.0
4713,2103,7,Billing,Medium,Phone,In Progress,2024-09-11 16:03:00,,,,,0,132.31
4714,2418,2,Line Repair,Low,Mobile App,Closed,2025-12-12 05:03:00,2025-12-13 06:03:00,25.0,127.0,4.0,1,203.99
4715,358,7,Line Repair,Low,Phone,Closed,2024-10-09 08:13:00,2024-10-10 09:13:00,25.0,94.0,4.0,0,322.04
4716,4784,8,Vegetation,High,Web,Closed,2024-09-17 01:42:00,2024-09-19 07:42:00,54.0,105.0,3.0,0,382.08
4717,450,3,Inspection,Critical,Field Report,Closed,2025-05-30 09:42:00,2025-05-31 13:42:00,28.0,96.0,4.0,0,443.49
4718,5495,8,Meter,Low,Web,Closed,2025-04-20 14:24:00,2025-04-23 06:24:00,64.0,120.0,4.0,0,364.05
4719,5679,2,Billing,High,Mobile App,Closed,2024-11-15 04:37:00,2024-11-17 09:37:00,53.0,,3.0,0,39.58
4720,189,4,Outage,Low,Mobile App,In Progress,2024-05-13 22:26:00,,,80.0,,0,128.56
4721,1128,1,Line Repair,High,Web,Open,2024-04-02 13:24:00,,,91.0,,0,455.5
4722,4172,1,Line Repair,Critical,Field Report,Closed,2024-03-18 22:18:00,2024-03-19 04:18:00,6.0,6.0,4.0,0,361.65
4723,5738,2,Meter,Low,Field Report,Closed,2025-04-05 19:14:00,2025-04-07 20:14:00,49.0,65.0,4.0,1,288.5
4724,4830,6,Meter,Medium,Web,Closed,2025-01-19 04:48:00,2025-01-21 15:48:00,59.0,18.0,5.0,0,337.99
4725,2769,7,Inspection,Low,Field Report,Pending,2024-07-23 20:19:00,,,120.0,,0,302.85
4726,1784,3,Outage,High,Field Report,Closed,2024-11-23 17:22:00,2024-11-23 23:22:00,6.0,117.0,4.0,0,259.28
4727,3532,3,Streetlight,Low,Field Report,Closed,2025-09-28 18:04:00,2025-09-30 23:04:00,53.0,164.0,4.0,0,434.5
4728,4670,8,Billing,Medium,Web,Closed,2025-12-30 15:48:00,2026-01-01 09:48:00,42.0,,3.0,0,415.57
4729,4322,7,Streetlight,Critical,Mobile App,Closed,2025-10-14 04:36:00,2025-10-15 09:36:00,29.0,52.0,4.0,0,428.21
4730,3830,1,Billing,Medium,Field Report,Closed,2024-11-16 00:20:00,2024-11-18 01:20:00,49.0,,5.0,1,134.35
4731,5871,1,Meter,High,Mobile App,Pending,2024-04-09 01:31:00,,,153.0,,0,339.78
4732,1005,5,Vegetation,Medium,Field Report,Closed,2024-04-16 02:23:00,2024-04-17 21:23:00,43.0,156.0,5.0,1,265.26
4733,3998,6,Outage,Medium,Web,Open,2025-08-29 14:57:00,,,21.0,,0,330.84
4734,3397,1,Billing,Medium,Mobile App,Closed,2026-02-15 12:10:00,2026-02-16 21:10:00,33.0,,4.0,0,181.9
4735,494,6,Billing,Medium,Phone,In Progress,2024-04-08 12:39:00,,,,,0,193.33
4736,4998,5,Outage,Low,Mobile App,Closed,2026-02-21 04:54:00,2026-02-21 18:54:00,14.0,142.0,4.0,0,386.71
4737,551,6,Vegetation,High,Field Report,Open,2024-03-26 18:46:00,,,34.0,,0,401.35
4738,1419,7,Billing,Low,Field Report,Pending,2024-09-09 04:21:00,,,,,0,303.63
4739,1148,7,Outage,Low,Phone,Closed,2024-07-26 09:32:00,2024-07-26 21:32:00,12.0,163.0,4.0,1,280.73
4740,3357,2,Inspection,Critical,Web,In Progress,2024-03-24 14:08:00,,,21.0,,0,554.67
4741,5293,6,Inspection,High,Field Report,Closed,2024-08-02 02:50:00,2024-08-04 18:50:00,64.0,178.0,3.0,0,485.38
4742,5983,1,Billing,Low,Phone,Closed,2025-08-02 17:31:00,2025-08-07 21:31:00,124.0,,4.0,0,147.6
4743,2866,7,Outage,Low,Mobile App,Closed,2025-01-05 19:12:00,2025-01-06 10:12:00,15.0,28.0,5.0,0,278.33
4744,780,7,Outage,Low,Field Report,Closed,2024-01-04 18:37:00,2024-01-05 10:37:00,16.0,66.0,4.0,0,221.03
4745,1934,6,Billing,High,Phone,Open,2024-12-16 08:44:00,,,,,0,15.0
4746,3374,2,Meter,High,Phone,Closed,2025-10-27 17:53:00,2025-10-29 01:53:00,32.0,178.0,3.0,0,314.08
4747,4812,6,Meter,Medium,Phone,In Progress,2024-07-13 02:18:00,,,60.0,,0,275.77
4748,2306,4,Vegetation,Low,Field Report,In Progress,2024-05-16 00:52:00,,,137.0,,0,325.79
4749,5976,3,Line Repair,Medium,Mobile App,Open,2024-12-03 17:19:00,,,34.0,,0,472.56
4750,5897,3,Billing,Medium,Phone,Escalated,2024-05-12 03:35:00,,,,,0,126.91
4751,3554,8,Line Repair,Low,Web,Closed,2025-04-04 18:12:00,2025-04-06 01:12:00,31.0,73.0,4.0,0,351.29
4752,2221,2,Billing,Critical,Phone,Closed,2025-02-19 14:31:00,2025-02-20 11:31:00,21.0,,4.0,0,130.37
4753,64,4,Line Repair,Critical,Web,Closed,2024-01-16 13:13:00,2024-01-17 01:13:00,12.0,76.0,5.0,0,413.11
4754,5950,2,Billing,Low,Mobile App,In Progress,2024-06-20 10:28:00,,,,,0,106.16
4755,2209,7,Outage,Low,Web,Closed,2024-12-11 06:44:00,2024-12-11 23:44:00,17.0,117.0,3.0,0,464.19
4756,2552,2,Streetlight,Medium,Web,Closed,2024-06-18 05:57:00,2024-06-18 22:57:00,17.0,57.0,4.0,0,452.68
4757,1510,3,Streetlight,Low,Field Report,Closed,2024-09-24 20:25:00,2024-09-26 12:25:00,40.0,2.0,4.0,0,288.73
4758,4243,5,Meter,High,Web,Closed,2025-05-03 00:21:00,2025-05-04 00:21:00,24.0,127.0,5.0,0,367.83
4759,5835,8,Billing,Low,Web,Closed,2024-07-05 02:54:00,2024-07-06 09:54:00,31.0,,3.0,0,207.78
4760,1313,6,Streetlight,Critical,Phone,Closed,2026-01-21 09:00:00,2026-01-22 08:00:00,23.0,55.0,5.0,0,501.44
4761,2304,6,Outage,Critical,Phone,In Progress,2024-07-11 07:43:00,,,123.0,,0,575.29
4762,4531,6,Meter,Critical,Web,Open,2025-01-02 01:50:00,,,25.0,,0,263.36
4763,5961,2,Billing,Medium,Field Report,Closed,2025-01-21 13:36:00,2025-01-23 06:36:00,41.0,,2.0,0,264.63
4764,3335,4,Line Repair,Medium,Mobile App,Closed,2025-09-23 02:38:00,2025-09-24 17:38:00,39.0,139.0,3.0,0,329.49
4765,2631,7,Line Repair,Low,Web,Closed,2025-12-27 20:57:00,2025-12-29 00:57:00,28.0,81.0,3.0,0,192.04
4766,2029,1,Inspection,Medium,Field Report,In Progress,2025-05-24 06:31:00,,,149.0,,0,321.1
4767,1280,4,Vegetation,Low,Field Report,Closed,2024-04-21 12:26:00,2024-04-25 07:26:00,91.0,63.0,4.0,0,478.66
4768,1514,6,Line Repair,High,Phone,Closed,2024-04-09 10:16:00,2024-04-09 20:16:00,10.0,98.0,4.0,0,415.42
4769,2420,5,Vegetation,Medium,Phone,Escalated,2026-02-13 11:43:00,,,171.0,,0,294.7
4770,579,1,Streetlight,Critical,Mobile App,Closed,2024-02-02 13:23:00,2024-02-03 10:23:00,21.0,127.0,4.0,0,248.45
